Code,ISIN,Market,Industry,BalaceSheetDate,TradingUnit
69690,JP3864400001,Second Section,Electric Appliances,"March,31",100
69710,JP3249600002,First Section,Electric Appliances,"March,31",100
69760,JP3452000007,First Section,Electric Appliances,"March,31",100
69770,JP3730600008,Second Section,Electric Appliances,"December,31",100
69810,JP3914400001,First Section,Electric Appliances,"March,31",100
69860,JP3824400000,First Section,Electric Appliances,"March,31",100
69890,JP3844600001,First Section,Electric Appliances,"March,31",100
69940,JP3352800001,Second Section,Electric Appliances,"March,31",100
69960,JP3661800007,First Section,Electric Appliances,"March,31",100
69970,JP3701200002,First Section,Electric Appliances,"March,31",100
69980,JP3727000006,Second Section,Electric Appliances,"March,31",100
69990,JP3283400004,First Section,Electric Appliances,"March,31",100
72440,JP3141600001,First Section,Electric Appliances,"December,31",100
72760,JP3284600008,First Section,Electric Appliances,"March,31",100
72800,JP3895200008,First Section,Electric Appliances,"March,31",100
77350,JP3494600004,First Section,Electric Appliances,"March,31",100
77390,JP3243200007,First Section,Electric Appliances,"December,31",100
77510,JP3242800005,First Section,Electric Appliances,"December,31",100
77520,JP3973400009,First Section,Electric Appliances,"March,31",100
79650,JP3437400009,First Section,Electric Appliances,"November,20",100
79990,JP3914000009,First Section,Electric Appliances,"March,31",100
80350,JP3571400005,First Section,Electric Appliances,"March,31",100
