Code,ISIN,Market,Industry,BalaceSheetDate,TradingUnit
63810,JP3122450004,First Section,Machinery,"March,31",100
63820,JP3637000005,Second Section,Machinery,"March,31",100
63830,JP3497400006,First Section,Machinery,"March,31",100
63870,JP3322950001,First Section,Machinery,"July,31",100
63900,JP3213800000,First Section,Machinery,"March,31",100
63910,JP3212200004,Second Section,Machinery,"March,31",100
63920,JP3938600008,Second Section,Machinery,"March,31",100
63930,JP3948000009,First Section,Machinery,"March,31",100
63950,JP3465000002,First Section,Machinery,"March,31",100
63960,JP3158000004,Second Section,Machinery,"March,31",100
64020,JP3217300007,Second Section,Machinery,"March,31",100
64060,JP3818800009,First Section,Machinery,"March,31",100
64070,JP3346800000,First Section,Machinery,"March,31",100
64090,JP3240800007,First Section,Machinery,"March,31",100
64120,JP3834200002,First Section,Machinery,"March,31",100
64130,JP3974400008,First Section,Machinery,"March,31",100
64170,JP3326410002,First Section,Machinery,"March,31",100
64180,JP3697800005,First Section,Machinery,"March,31",100
64190,JP3860220007,First Section,Machinery,"March,31",100
64200,JP3805150004,First Section,Machinery,"March,31",100
64280,JP3170100006,First Section,Machinery,"March,31",100
64300,JP3483100008,First Section,Machinery,"March,31",100
64320,JP3462660006,First Section,Machinery,The end of February,100
64360,JP3124400007,First Section,Machinery,"March,31",100
64400,JP3390400004,First Section,Machinery,"December,31",100
64440,JP3336400001,First Section,Machinery,"March,31",100
64450,JP3389400007,First Section,Machinery,"March,31",100
64540,JP3864800002,First Section,Machinery,"March,31",100
64570,JP3274400005,First Section,Machinery,"March,31",100
64580,JP3372800007,First Section,Machinery,"March,31",100
64590,JP3505800007,First Section,Machinery,"December,31",100
64600,JP3419050004,First Section,Machinery,"March,31",100
64610,JP3747400004,First Section,Machinery,"March,31",100
64620,JP3970600007,First Section,Machinery,"March,31",100
64630,JP3542400001,First Section,Machinery,"March,31",100
64640,JP3534410000,First Section,Machinery,"December,31",100
64650,JP3845770001,First Section,Machinery,"December,31",100
64660,JP3558810002,Second Section,Machinery,"September,30",100
64700,JP3449080005,First Section,Machinery,"March,31",100
64710,JP3720800006,First Section,Machinery,"March,31",100
64720,JP3165600002,First Section,Machinery,"March,31",100
64730,JP3292200007,First Section,Machinery,"March,31",100
64740,JP3813200007,First Section,Machinery,"November,30",100
64800,JP3739400004,First Section,Machinery,"March,31",100
64810,JP3539250005,First Section,Machinery,"December,31",100
64820,JP3944500002,First Section,Machinery,"March,31",100
64850,JP3860300007,First Section,Machinery,"March,31",100
64860,JP3130400009,First Section,Machinery,"March,31",100
64890,JP3860400005,First Section,Machinery,"May,31",100
64900,JP3747800005,First Section,Machinery,"March,31",100
64920,JP3191600000,Second Section,Machinery,"November,30",100
64950,JP3907600005,Second Section,Machinery,"March,31",100
64960,JP3642000008,Second Section,Machinery,"May,31",100
64980,JP3240700009,First Section,Machinery,"December,31",100
65860,JP3862400003,First Section,Machinery,"March,31",100
70040,JP3789000001,First Section,Machinery,"March,31",100
70110,JP3900000005,First Section,Machinery,"March,31",100
70130,JP3134800006,First Section,Machinery,"March,31",100
70210,JP3680400003,Second Section,Machinery,"March,31",100
77180,JP3399000003,First Section,Machinery,"December,31",100
77260,JP3272800008,Second Section,Machinery,"March,31",100
77580,JP3421400007,Second Section,Machinery,"March,31",100
79910,JP3870300005,Second Section,Machinery,"March,31",100
