Code,ISIN,Market,Industry,BalaceSheetDate,TradingUnit
98960,JP3389570007,First Section,Wholesale Trade,"March,31",100
99020,JP3661950000,First Section,Wholesale Trade,"March,31",100
99290,JP3834300000,Second Section,Wholesale Trade,"March,31",100
99300,JP3237600006,First Section,Wholesale Trade,"March,31",100
99320,JP3397050000,First Section,Wholesale Trade,"March,31",100
99340,JP3146200005,First Section,Wholesale Trade,"March,31",100
99600,JP3595300009,First Section,Wholesale Trade,"March,31",100
99620,JP3885400006,First Section,Wholesale Trade,"March,31",100
99670,JP3313000006,Second Section,Wholesale Trade,"March,31",100
99720,JP3126150006,First Section,Wholesale Trade,"November,30",100
99820,JP3462100003,First Section,Wholesale Trade,The end of February,100
99860,JP3345700003,First Section,Wholesale Trade,"March,31",100
99870,JP3398000004,First Section,Wholesale Trade,"March,31",100
99910,JP3225500002,First Section,Wholesale Trade,"March,31",100
99950,JP3130600004,First Section,Wholesale Trade,"March,31",100
