Code,ISIN,Market,Industry,BalaceSheetDate,TradingUnit
13010,JP3257200000,First Section,"Fishery, Agriculture & Forestry","March,31",100
13320,JP3718800000,First Section,"Fishery, Agriculture & Forestry","March,31",100
13330,JP3876600002,First Section,"Fishery, Agriculture & Forestry","March,31",100
13750,JP3947010009,First Section,"Fishery, Agriculture & Forestry","March,31",100
13760,JP3216200000,First Section,"Fishery, Agriculture & Forestry","May,31",100
13770,JP3315000004,First Section,"Fishery, Agriculture & Forestry","May,31",100
13790,JP3843250006,First Section,"Fishery, Agriculture & Forestry","March,31",100
13840,JP3845670003,First Section,"Fishery, Agriculture & Forestry","March,31",100
